id,type,title,authors,abstract,url,location,booth,group
PO1095,Poster,"Distinguishing Visual Fatigue, Mental Workload and Acute Stress in Immersive Virtual Reality with Physiological Data: pre-test results","Alexis Souchet: CNRS&#59; Weifei Xie: CNRS&#59; Domitile Lourdeaux: Sorbonne University Association, University of Technology of Compi&egrave;gne, CNRS","Virtual Reality Induced Symptoms and Effects (VRISE) can arise. Experimental paradigms are heterogeneous to assess them, and various factors can induce physiological variations. Therefore, we developed a Stroop task to study and distinguish VRISE. We use eye tracking, ECG, EDA, and VRSQ, NASA-TLX, and STAI-6 questionnaires. Pre-tests have been conducted with 6 subjects exposed to 4 experimental conditions: control, dual task, stressful, and stereoscopy. Subjects report different subjective visual fatigue and mental workload but not stress between conditions. Several physiological features are different between conditions. A VRISE detector can be envisioned based on physiological data and questionnaires as an index.",https://www.youtube.com/watch?v=SZOrf_7zrsc,Expo Hall B,C35,B
PO1103,Poster,AIR-range: Arranging optical systems to present mid-AIR images with continuous luminance on and above a tabletop,Tomoyo Kikuchi: The University of Tokyo&#59; Yuchi Yahagi: The University of Tokyo&#59; Shogo Fukushima: The University of Tokyo&#59; Saki Sakaguchi: Tokyo Metropolitan University&#59; Takeshi Naemura: The University of Tokyo,"We propose &quot;AIR-range&quot;- a system that seamlessly connects mid-air images from the surface of a table to mid-air space. This system can display tall mid-air images in the three-dimensional (3D) space beyond the screen. AIR-range is implemented using a symmetrical mirror structure that displays a large image by integrating multiple imaging paths. The mirror arrangement in previous research had a problem in that the luminance was discontinuous. In this study, we theorize the relationship between the parameters of optical elements and the appearance of mid-air images and optimize an optical system to minimize the difference in luminance between image paths.",https://youtu.be/OOtvkFNTKT0,Expo Hall A,C43,A
PO1104,Poster,Towards Scalable and Real-time Markerless Motion Capture,Georgios Albanis: University of Thessaly&#59; Anargyros Chatzitofis: AC CODEWHEEL LTD&#59; Spyridon Thermos: AC Codewheel Ltd&#59; Nikolaos Zioulis: Independent Researcher&#59; Kostas Kolomvatsos: University of Thessaly,"Human motion capture and perception without the need for complex systems with specialized cameras or wearable equipment is the holy grail for many human-centric applications. Here, we present a scalable markerless motion capture method that estimates 3D human poses in real-time using low-cost hardware. We do so by replacing the inefficient 3D joint reconstruction techniques, such as learnable triangulation and feature splatting, with a novel uncertainty-driven approach that exploits the available depth information and the edge sensors' spatial alignment to fuse the per viewpoint estimates into final 3D joint positions.",https://www.youtube.com/watch?v=f8lWahAPwUA,Expo Hall B,C41,B
PO1105,Poster,A Mixed Reality Guidance System for Blind and Visually Impaired People,Hannah Schieber: Friedrich Alexander University Erlangen-N&uuml;rnberg&#59; Constantin Kleinbeck: Friedrich-Alexander Universit&auml;t Erlangen-N&uuml;rnberg&#59; Charlotte Pradel: Friedrich Alexander University Erlangen-N&uuml;rnberg&#59; Luisa Theelke: Friedrich Alexander University Erlangen-N&uuml;rnberg&#59; Daniel Roth: Friedrich Alexander University Erlangen-N&uuml;rnberg,"Persons affected by blindness or visual impairments are challenged by spatially understanding unfamiliar environments. To obtain such understanding, they have to sense their environment closely and carefully. Especially objects outside the sensing area of analog assistive devices, such as a white cane, are simply not perceived and can be the cause of collisions. This project proposes a mixed reality guidance system that aims at preventing such problems. We use object detection and the 3D sensing capabilities of a mixed reality head mounted device to inform users about their spatial surroundings.",https://www.youtube.com/watch?v=gj1QBMwGdQE,Expo Hall B,C42,B
PO1107,Poster,Holding Hands for Short-Term Group Navigation in Social Virtual Reality,Tim Weissker: Bauhaus-Universitaet Weimar&#59; Pauline Bimberg: Bauhaus-Universitaet Weimar&#59; Ankith Kodanda: Bauhaus-Universitaet Weimar&#59; Bernd Froehlich: Bauhaus-Universit&auml;t Weimar,"Prior research has shown that social interactions in VR benefit from techniques for group navigation that bring multiple users to a common destination together. In this work, we propose the metaphor of holding onto another user's virtual hand for the ad-hoc formation of a navigational group and report on the positive results of an initial usability study in an exploratory two-user scenario.",https://www.youtube.com/watch?v=UPtn18b-jIE,Expo Hall B,C43,B
PO1111,Poster,Third-Person Perspective Avatar Embodiment in Augmented Reality: Examining the Proteus Effect on Physical Performance,Riku Otono: Nara Institute of Science and Technology&#59; Naoya Isoyama: Nara Institute of Science and Technology&#59; Hideaki Uchiyama: Nara Institute of Science and Technology&#59; Kiyoshi Kiyokawa: Nara Institute of Science and Technology,"Embodiment in augmented reality (AR) is applicable to various fields such as exercise and education. However, full-body embodiment in AR is still challenging to implement due to technical problems such as low body tracking accuracy. Therefore, the study on the impact of an avatar in AR on user performance is limited. We implemented an AR embodiment system and investigated its impact on user physical performance. The system allows users to see their avatar instead of their real body from a third-person perspective. The results show that a muscular avatar improves user physical performance during and after controlling the avatar.",https://youtu.be/RBcTPqbDxhs,Expo Hall A,C44,A
PO1113,Poster,Stay Safe! Safety Precautions for Walking on a Conventional Treadmill in VR,"Sandra Birnstiel: University of W&uuml;rzburg&#59; Sebastian Oberd&ouml;rfer: University of W&uuml;rzburg&#59; Marc Erich Latoschik: Department of Computer Science, HCI Group","Conventional treadmills are used in virtual reality (VR) applications, such as for rehabilitation training or gait studies. However, using the devices in VR poses risks of injury. Therefore, this study investigates safety precautions when using a conventional treadmill for a walking task. We designed a safety belt and displayed parts of the treadmill in VR. The safety belt was much appreciated by the participants and did not affect the walking behavior. However, the participants requested more visual cues in the user's field of view.",https://youtu.be/P2Dvf64aeps,Expo Hall B,C44,B
PO1117,Poster,"Exploring How, for Whom and in Which Contexts Extended Reality Training 'Works' in Upskilling Healthcare Workers: A Realist Review",Norina Gasteiger: University of Manchester&#59; Sabine N van der Veer: University of Manchester&#59; Paul Wilson: University of Manchester&#59; Dawn Dowding: University of Manchester,"Extended reality (XR), including virtual reality (VR) and augmented reality (AR) may overcome barriers to training healthcare workers, such as resource constraints. However, the effectiveness of XR training is disputed and not well understood. Our realist review explores how, for whom and in what contexts AR and VR training 'works' in upskilling healthcare workers. Eighty papers informed our program theory, while 46 empirical studies tested/refined it. We conclude that XR triggers perceptions of realism and deep immersion, and enables visualization, interactive learning, enhancement of skills and repeated practice within a safe learning environment, consequently bettering skills, learning/knowledge and learner satisfaction.",https://youtu.be/dgssW35R8LM,Expo Hall B,D11,B
PO1118,Poster,ARTFM: Augmented Reality Visualization of Tool Functionality Manuals in Operating Rooms,Constantin Kleinbeck: Friedrich-Alexander Universit&auml;t Erlangen-N&uuml;rnberg&#59; Hannah Schieber: Friedrich-Alexander University&#59; Sebastian Andress: Ludwig-Maximilians-Universit&auml;t M&uuml;nchen&#59; Christian Krautz: Universit&auml;tsklinikum Erlangen&#59; Daniel Roth: Friedrich-Alexander-Universit&auml;t Erlangen-N&uuml;rnberg,"Error-free surgical procedures are crucial for a patient's health. However, with the increasing complexity and variety of surgical instruments, it is difficult for clinical staff to acquire detailed assembly and usage knowledge leading to errors in process and preparation steps. Yet, the gold standard in retrieving necessary information when problems occur is to get the paper-based manual. Reading through the necessary instructions is time-consuming and decreases care quality. We propose ARTFM, a process integrated manual, highlighting the correct parts needed, their location, and step-by-step instructions to combine the instrument using an augmented reality head-mounted display.",https://youtu.be/muAa74zvmh0,Expo Hall B,D12,B
PO1120,Poster,Comparing Controller with the Hand Gestures Pinch and Grab for Picking Up and Placing Virtual Objects,Alexander Sch&auml;fer: TU Kaiserslautern&#59; Gerd Reis: German Research Center for Artificial Intelligence&#59; Didier Stricker: German Research Center for Artificial Intelligence,"Grabbing virtual objects is one of the essential tasks for Augmented, Virtual, and Mixed Reality applications. Modern applications usually use a simple pinch gesture for grabbing and moving objects. However, picking up objects by pinching has disadvantages. It can be an unnatural gesture to pick up objects and prevents the implementation of other gestures which would be performed with thumb and index. Therefore it is not the optimal choice for many applications. In this work, different implementations for grabbing and placing virtual objects are proposed and compared. Performance and accuracy of the proposed techniques are measured and compared.",https://www.youtube.com/watch?v=czur92F6vMg,Expo Hall B,D13,B
PO1121,Poster,Omnidirectional Neural Radiance Field for Immersive Experience,Qiaoge Li: University of Tsukuba&#59; Itsuki Ueda: University of Tsukuba&#59; Chun Xie: University of Tsukuba&#59; Hidehiko Shishido: University of Tsukuba&#59; Itaru Kitahara: University of Tsukuba,This paper proposes a method using only RGB information from multiple captured panoramas to provide an immersive observing experience for real scenes. We generated an omnidirectional neural radiance field by adopting the Fibonacci sphere model for sampling rays and several optimized positional encoding approaches. We tested our method on synthetic and real scenes and achieved satisfying empirical performance. Our result makes the immersive continuous free-viewpoint experience possible.,https://youtu.be/B989wn84DxY,Expo Hall A,D11,A
PO1122,Poster,Social Presence in VR Empathy Game for Children: Empathic Interaction with the Virtual Characters,Ekaterina Muravevskaia: University of Florida&#59; Christina Gardner-McCune: University of Florida,"This paper discusses children's empathic interactions with the VR characters. The study and findings in this paper were derived from a larger research study that explored the design and evaluation of empathic experiences for young children (6-9 years old) in VR environments. We found similarities between how children interacted with the VR characters and with real people (i.e., cognitive empathy and emotional contagion). This provides initial insight into children's experience of social presence with the VR characters. We suggest follow-up research on connection between empathy and social presence to explore the ways to create empathic VR experiences for children.",https://youtu.be/hCM3QpLRxO0,Expo Hall B,D14,B
PO1131,Poster,Who do you look like? - Gaze-based authentication for workers in VR,Karina LaRubbio: University of Florida&#59; Jeremiah Wright: University of Florida&#59; Brendan David-John: University of Florida&#59; Andreas Enqvist: University of Florida&#59; Eakta JAIN: University of Florida,"Behavior-based authentication methods are actively being developed for XR. In particular, gaze-based methods promise continuous authentication of remote users. However, gaze behavior depends on the task being performed. Identification rate is typically highest when comparing data from the same task. In this study, we compared authentication performance using VR gaze data during random dot viewing, 360-degree image viewing, and a nuclear training simulation. We found that within-task authentication performed best for image viewing (72&#37;). The implication for practitioners is to integrate image viewing into a VR workflow to collect gaze data that is viable for authentication.",https://youtu.be/5Q-Yhv7c0dw,Expo Hall C,D14,C
PO1134,Poster,Depth Reduction in Light-Field Head-Mounted Displays by Generating Intermediate Images as Virtual Images,Yasutaka Maeda: Japan Broadcasting Corporation (NHK)&#59; Daiichi Koide: Japan Broadcasting Corporation (NHK)&#59; Hisayuki Sasaki: Japan Broadcasting Corporation (NHK)&#59; Kensuke Hisatomi: Japan Broadcasting Corporation (NHK),"Light-field head-mounted displays (HMDs) can resolve vergence-accommodation conflicts, which may cause visual discomfort and fatigue. However, light-field HMDs have a narrow field of view (FOV), owing to their small display size and optical configuration. We increased the FOV by adopting a large display and shifting the elemental image from the back of the corresponding microlens. In this study, we proposed a method to generate intermediate images as virtual images to reduce the distance between the microlens array and the eyepiece. We also designed a microlens array suitable for the proposed method and successfully reduced the device depth by 44&#37;.",https://youtu.be/HNNd_3NLoL0,Expo Hall A,D12,A
PO1137,Poster,Supervised Machine Learning Hand Gesture Classification in VR for Immersive Training,Ozkan Cem Bahceci: BT&#59; Anasol Pena-Rios: BT&#59; Gavin Buckingham: University of Exeter&#59; Anthony Conway: BT,"The fast adoption of immersive wearables evidences the need for more intuitive interaction methods between virtual environments and their users. Advances in wearables are making in-built real-time hand tracking mechanisms more common. However, wearable providers only include limited gestures available for developer use. This limits their use for VR-based training solutions, where users need to complete tasks that mimic real-world activities as much as possible to gain valuable insights on those tasks. We present a virtual reality application that collects data on hand characteristics and analyses the collected data to identify hand gestures towards achieving a more natural interaction.",https://youtu.be/_vqOF-bg4No,Expo Hall B,D24,B
PO1141,Poster,Perceptually-Based Optimization for Radiometric Projector Compensation,Ryo Akiyama: NTT&#59; Taiki Fukiage: NTT&#59; Shin'ya Nishida: Kyoto University,"Radiometric compensation techniques have been proposed to manipulate the appearance of arbitrarily textured surfaces using projectors. However, due to the limited dynamic range of the projectors, these compensation techniques often fail under bright environmental lighting or when the projection surface contains high contrast textures, resulting in clipping artifacts. To address this issue, we propose to apply a perceptually-based tone mapping technique to generate compensated projection images. The experimental results demonstrated that our approach minimizes the clipping artifacts and contrast degradation under challenging conditions.",https://youtu.be/50TtJgfIyvI,Expo Hall A,D13,A
PO1145,Poster,Effects of Mirrors on User Behavior in Social Virtual Reality Environments,Takayuki Kameoka: The University of Electro-Communications&#59; Seitaro Kaneko: The University of Electro-Communications,"The authors have observed that users gather in front of mirrors on VRSNS such as VRChat. Based on these observations, we hypothesized that mirrors attracted users and conducted an experiment in a controlled environment. The participants were requested to converse in pairs in a VR space with mirrors and posters, and their behavior was recorded. Results showed that, although a certain number of users gathered in front of the mirror, it did not significantly increase their chance of staying. Conversely, we received comments such as &quot;I feel relaxed when I go in front of the mirror&quot;.",https://youtu.be/_ndl4GEVsk4,Expo Hall A,D14,A
PO1151,Poster,Implementation of an Authoring Tool for Wheelchair Simulation with Visual and Vestibular Feedback,"Takumi Okawara: Nihon University&#59; Kousuke Motooka: Graduate School of integrated Basic Sciences, Nihon University&#59; Kazuki Okugawa: Nihon University&#59; Akihiro Miyata: Nihon University","In this study, we develop a wheelchair simulator that provides visual and vestibular feedback at a low cost by leveraging the combination of vection-inducing movies displayed on a head-mounted display and vestibular feedback provided by an electric-powered wheelchair. However, this simulator requires users to manually create a synchronized pair of a VR movie and a motion scenario (chronological control commands for the wheelchair), which necessitates considerable effort and experience. In this paper, we introduce a novel authoring tool that generates a pair of a VR movie and a motion scenario based on a few parameters entered by the user.",https://www.youtube.com/watch?v=Zi1uw93XmjY,Expo Hall A,D21,A
PO1154,Poster,Robust Tangible Projection Mapping with Multi-View Contour-Based Object Tracking,Yuta Halvorson: The University of Electro-Communications&#59; Takumi Saito: The University of Electro-Communications&#59; Naoki Hashimoto: The University of Electro-Communications,"Dynamic projection mapping for moving objects can greatly enhance an augmented reality representation by using projected images because the target object can be freely moved. However, the interaction between the target object and the user has not been sufficiently considered. In this research, we propose tangible projection mapping, with which a user can grasp an object with their hands and move it freely. It uses a simple configuration of two infrared cameras to realize dynamic projection mapping that is robust to hand occlusion.",https://youtu.be/C6BhwqSlHsE,Expo Hall A,D22,A
PO1155,Poster,High-Quality Surface-Based 3D Reconstruction Using 2.5D Maps,Lingxiao Song: Beijing Institute of Technology&#59; Xiao Yu: Beijing Institute of Technology&#59; Huijun Di: Beijing Institute of Technology&#59; Weiran Wang: Beijing Institute of Technology,"Previous works on RGB-D reconstruction are based on voxels, points, or meshes, which are either too computationally expensive to represent high-resolution 3D models, or not convenient for model regularization to deal with noise and errors. In this paper, we propose a new method to reconstruct 3D models with more accurate geometric information and better texture. Our method uses abstract surfaces consisting of different points with similar information as units of the model. To reduce the complexity, we use 2.5D heightmaps to represent each surface in the reconstructed model, making it convenient to do regularization. Experiments demonstrate the effectiveness of our method.",https://youtu.be/s-mgZu_Jk7M,Expo Hall C,D24,C
PO1158,Poster,MeasVRe: Measurement Tools for Unity VR Applications,Jolly Chen: University of Amsterdam&#59; Robert G. Belleman: University of Amsterdam,"An indispensable facility that is often missing in VR applications for studying complex 3D models, is the ability to take measurements. This paper describes a toolkit for Unity VR applications that allows for taking distance, angle, trace, surface area, and bounding box volume measurements by placing markers. We show that markers can be efficiently snapped to a model by ray casting. Moreover, we validated taking distance measurements with our toolkit, by performing an experiment where we measure inter-branch distances of corals. Lastly, the toolkit can save measurements locally or upload them to a logging server.",https://youtu.be/e2MZfG5DNPU,Expo Hall B,D23,B
PO1161,Poster,Design of a VR Action Observation Tool for Rhythmic Coordination Training,James Jonathan Pinkl: University of Aizu&#59; Michael Cohen: University of Aizu,"Motor learning applications, particularly those with first-person virtual reality Action Observation features, have achieved positive results in a variety of fields. This project entails development of a first-person VR application designed to help musicians learn rhythm and the body coordination needed to express rhythm. Utilizing realtime tracking of user hand position, various accompanying visual media, and spatial audio with outside-the-head localization, the tool provides a new way to learn and improve rhythm.",https://www.youtube.com/watch?v=l209jE22g5A,Expo Hall A,D23,A
PO1167,Poster,Automatic 3D Avatar Generation from a Single RBG Frontal Image,Alejandro Beacco: Universitat de Barcelona&#59; Jaime Gallego: University of Barcelona&#59; Mel Slater: University of Barcelona,"We present a complete automatic system to obtain a realistic 3D avatar reconstruction of a person using only a frontal RGB image. Our proposed workflow first determines the pose, shape and semantic information from the input image. All this information is processed to create the skeleton and the 3D skinned textured mesh that conform the final avatar. We use a specific head reconstruction method to correctly match our final mesh to a realistic avatar. Our pipeline focuses on three main aspects: automation of the process, identification of the person, and usability of the avatar.",https://youtu.be/JzsghODuZBg,Expo Hall B,D22,B
PO1168,Poster,MR-RIEW: An MR Toolkit for Designing Remote Immersive Experiment Workflows,Daniele Giunchi: University College London&#59; Riccardo Bovo: Imperial College London&#59; Anthony Steed: University College London&#59; Thomas Heinis: Imperial College,"We present MR-RIEW, a toolkit for virtual and mixed reality that provides researchers with a dynamic way to design an immersive experiment workflow including instructions, environments, sessions, trials and questionnaires. It is implemented in Unity via scriptable objects, allowing simple customisation. The graphic elements, the scenes and the questionnaires can be selected and associated without code. MR-RIEW can save locally into the headset and remotely the questionnaire's answers. MR-RIEW is connected to Google Firebase service for the remote solution requiring a minimal configuration.",https://youtu.be/Ra9uwnenAxE,Expo Hall B,D21,B
PO1173,Poster,Using Direct Volume Rendering for Augmented Reality in Resource-constrained Platforms,Berk Cetinsaya: University of Central Florida&#59; Carsten Neumann: University of Central Florida&#59; Dirk Reiners: University of Central Florida,"Rendering a large volume is a challenging task on mobile and Augmented Reality (AR) devices due to lack of memory space and device limitations. Therefore, we implemented an Empty Space Skipping (ESS) optimization algorithm to render the high-quality large models on HoloLens. We designed and developed a system to visualize the computerized tomography (CT) scan data and Digital Imaging and Communications in Medicine (DICOM) files on Microsoft HoloLens 2. We used the Unity3D game engine to develop the system. As a result, we achieved about 10 times more frames per second (fps) on a high-quality model than the non-optimized version.",https://www.youtube.com/watch?v=4zpvQR9BtV0,Expo Hall C,D23,C
PO1174,Poster,Emotional Empathy and Facial Mimicry of Avatar Faces,Angela Saquinaula: Western Connecticut State University&#59; Adriel Juarez: Monmouth University&#59; Joe Geigel: Rochester Institute of Technology&#59; Reynold Bailey: Rochester Institute of Technology&#59; Cecilia Ovesdotter Alm: Rochester Institute of Technology,"We explore the extent to which empathetic reactions are elicited when subjects view 3D motion-capture driven avatar faces compared to viewing human faces. Through a remote study, we captured subjects' facial reactions when viewing avatar and humans faces, and elicited self reported feedback regarding empathy. Avatar faces varied by gender and realism. Results show no sign of facial mimicry&#59; only mimicking of slight facial movements with no solid consistency. Participants tended to empathize with avatars when they could adequately identify the stimulus' emotion. As avatar realism increased, it negatively impacted the subjects' feelings towards the stimuli.",https://www.youtube.com/watch?v=ar6LgzBntFE,Expo Hall C,D22,C
PO1178,Poster,A Time Reversal Symmetry Based Real-time Optical Motion Capture Missing Marker Recovery Method,Dongdong Weng: Beijing Institute of Technology&#59; Yihan Wang: Beijing Institute of Technology&#59; Dong Li: Beijing Institute of Technology,"This paper proposes a deep learning model based on time reversal symmetry for real-time recovery of continuous missing marker sequences in optical motion capture. This paper firstly uses time reversal symmetry of human motion as a constraint of the model. BiLSTM is used to describe the constraint and extract the bidirectional spatiotemporal features. This paper proposes a weight position loss function for model training, which describes the effect of different joints on the pose. Compared with the existing methods, the experimental results show that the proposed method has higher accuracy and good real-time performance.",https://youtu.be/1QLTzN3k4h8,Expo Hall C,D21,C
PO1180,Poster,Interpersonal Distance to a Speaking Avatar: Loudness Matters Irrespective of Contents,Kota Takahashi: Toyohashi University of Technology&#59; Yasuyuki Inoue: Toyohashi University of Technology&#59; Michiteru Kitazaki: Toyohashi University of Technology,"It is important for us to maintain appropriate interpersonal distance depending on situations in effective and safe communications. We aimed to investigate the effects of speech loudness and clarity on the interpersonal distance towards an avatar in a virtual environment. We found that the louder speech of the avatar made the distance between the participants and the avatar larger than the quiet speech, but the clarity of the speech did not significantly affect the distance. These results suggest that the perception of loudness modulates the interpersonal distance towards the virtual avatar to maintain the intimate equilibrium.",https://youtu.be/DV1v8-KbTXw,Expo Hall A,D24,A
PO1181,Poster,Let Every Seat Be Perfect! A Case Study on Combining BIM and VR for Room Planning,Wai Tong: The Hong Kong University of Science and Technology&#59; Haotian Li: The Hong Kong University of Science and Technology&#59; Huan Wei: The Hong Kong University of Science and Technology&#59; Liwenhan Xie: Hong Kong University of Science and Technology&#59; Yanna Lin: The Hong Kong University of Science and Technology&#59; Huamin Qu: The Hong Kong University of Science and Technology,"When communicating indoor room design, professional designers normally rely on software like Revit to export walk-through videos for their clients. However, a lack of in-situ experience restricts the ultimate users from evaluating the design and hence provides limited feedback, which may lead to a rework after actual construction. In this case study, we explore empowering end-users by exposing rich design details through a Virtual Reality (VR) application based on building an information model. Qualitative feedback in our user study shows promising results. We further discuss the benefits of the approach and opportunities for future research.",https://youtu.be/-nz2LG7Gzio,Expo Hall C,D38,C
PO1182,Poster,A Skin Pressure-type Grasping Device to Reproduce Impulse Force for Virtual Ball Games,Kazuma Yoshimura: Nara Institute of Science and Technology&#59; Naoya Isoyama: Nara Institute of Science and Technology&#59; Hideaki Uchiyama: Nara Institute of Science and Technology&#59; Nobuchika Sakata: Ryukoku University&#59; Kiyoshi Kiyokawa: Nara Institute of Science and Technology&#59; Yoshihiro Kuroda: University of Tsukuba,"Tactile feedback is crucial to improve the realism of virtual sports, which are popular applications of virtual reality (VR). However, few wearable tactile feedback devices can produce an impulse force in midair. We propose a graspable impulse force presentation device by using a voice coil motor. In the evaluation experiment, the result suggests that the proposed device improves the sense of realism compared to a conventional VR controller with vibration.",https://youtu.be/V_xgCKtYs44,Expo Hall A,D38,A
PO1185,Poster,Virtual reality-based distraction on pain and performance during and after moderate-vigorous intensity cycling,Carly Wender: Kessler Foundation&#59; Phillip Tomporowski: University of Georgia&#59; Sun Joo (Grace) Ahn: University of Georgia&#59; Patrick O'Connor: University of Georgia,"This experiment measured effects of visual perceptual load (PL) within immersive virtual reality (VR) on exercise-induced pain during cycling. Using a within-subjects design (n=43), participants cycled at a perceptually &quot;hard&quot; intensity for 10 minutes without VR (i.e., no PL - NPL) or with VR of low or high PL (i.e., LPL or HPL). Mean quadriceps pain was significantly lower in the NPL condition than either the LPL (d=0.472) or HPL conditions (d=0.391). Mean cycling performance was significantly greater during the LPL condition. Compared to traditional cycling (NPL), cycling in the LPL condition resulted in greater exercise performance despite greater pain.",https://youtu.be/KlCCzJWAsc0,Expo Hall C,D37,C
PO1187,Poster,Virtual Touch Modulates Perception of Pleasant Touch,Gakumaru HARAGUCHI: Toyohashi University of Tecknology&#59; Michiteru Kitazaki: Toyohashi University of Technology,"Pleasant touch by gentle stroking is processed by C-tactile afferents, and important for emotional and social touch in human communication. We aimed to investigate the effects of visual touch in a virtual environment on the perception of pleasantness of tactile touch. Five velocities were used for the tactile brushing and virtual brushing (0.3 - 30 cm/s), and participants answered the perceived pleasantness of the tactile touch irrespective of visual stimulus. We found that the perception of pleasant touch was significantly modulated by the velocity of visual brushing. Thus, the pleasant touch would be perceived by integrating vision and tactile perception.",https://youtu.be/oa9gJ7Hq9tw,Expo Hall A,D37,A
PO1188,Poster,Evaluating 3D Visual Fatigue Induced by VR Headset Using EEG and Self-attention CNN,Haochen Hu: Beijing Institution of Technology&#59; Yue Liu: Beijing Institute of Technology&#59; Kang Yue: Beijing INstitute of Technology,"3D visual fatigue is one of the major factors that hinder the development of virtual reality contents towards larger population. We proposed an EEG-based self-attention CNN model to evaluate user's 3D visual fatigue in an end-to-end fashion. We adopted a wavelet-based convolution to extract spatiotemporal information and prevent overfitting. Besides, a self-attention layer was added to the feature extractor backbone to cope with the subject-variation problem in EEG-decoding. The proposed method is compared with four state-of-the-art methods, and the results demonstrate that our model has the best performance among all methods in subject-dependent and cross-subject scenarios.",https://youtu.be/0snuEkI5VfQ,Expo Hall C,D36,C
PO1189,Poster,An Examination on Reduction of Displayed Character Shake while Walking in Place with AR Glasses,Hiromu Koide: Utsunomiya University&#59; Kei Kanari: college&#59; Mie Sato: Utsunomiya University,"In recent years, augmented reality (AR) has started to be used in our daily lives. AR glasses are used when walking, which is a normal part of daily life, but walking causes the text displayed on the glasses to shake. This reduces both readability and our attention to what is in front of us, and increases discomfort. We propose a method of fixing the text to take account of shaking while walking to reduce these adverse effects. Experiments revealed the effectiveness of our reduction method and its influence on the distance of the text display.",https://youtu.be/9OwTyee6uME,Expo Hall A,D36,A
PO1191,Poster,Virtual Human Coherence and Plausibility - Towards a Validated Scale,"David Mal: University of W&uuml;rzburg, Department of Computer Science, HCI Group&#59; Erik Wolf: University of W&uuml;rzburg, Department of Computer Science, HCI Group&#59; Nina D&ouml;llinger: Human-Technology-Systems Group&#59; Mario Botsch: TU Dortmund University&#59; Carolin Wienrich: University W&uuml;rzburg&#59; Marc Erich Latoschik: Department of Computer Science, HCI Group","Virtual humans contribute to users' state of plausibility in various XR applications. We present the development and preliminary evaluation of a self-assessment questionnaire to quantify virtual human's plausibility in virtual environments based on eleven concise items. A principal component analysis of 650 appraisals collected in an online survey revealed two highly reliable components within the items. We interpret the components as possible factors, i.e., appearance and behavior plausibility and match to the virtual environment, and propose future work aiming towards a standardized virtual human plausibility scale by validating the structure and sensitivity of both sub-components in XR environments.",https://youtu.be/qG6L4mweT0w,Expo Hall B,D35,B
PO1194,Poster,Democratic Video Pass-Through for Commercial Virtual Reality Devices,Diego Gonz&aacute;lez Mor&iacute;n: Nokia&#59; Francisco Pereira: Bell Labs&#59; Ester Gonzalez-Sosa: Bell Labs&#59; Pablo Perez: Bell Labs&#59; Alvaro Villegas: Bell Labs,"Video pass-through Extended Reality (XR) is rapidly gaining interest from developers and researchers. However, video pass-through enabled XR devices' ecosystem is still bounded to expensive hardware. In this paper, we describe our custom hardware and software setup for providing effective video pass-through capabilities to inexpensive commercial Virtual Reality (VR) devices. The proposed hardware setup incorporates a low-cost HD stereo camera rigidly hooked to the VR device using a custom 3D printed attachment. Our software solution, implemented in Unity, overcomes hardware-specific limitations, such as cameras' delays, in a simple yet successful manner.",https://www.youtube.com/watch?v=F_u-sJZ5ONc,Expo Hall B,D36,B
PO1196,Poster,Perception of Symmetry of Actual and Modulated Self-Avatar Gait Movements During Treadmill Walking,Iris Willaert: Ecole de technologie superieure&#59; Rachid Aissaoui: CHUM research center&#59; Sylvie Nadeau: University of Montreal&#59; Cyril Duclos: Universit&eacute; de Montreal&#59; David Labbe PhD: Ecole de technologie superieure,"In virtual reality, it is possible to simulate one's visual self-representation by mapping one's body movements to those of an avatar. Accepting the virtual body as part of one's own body creates an ownership illusion. This study aimed to assess the perception threshold between a subject's actual gait movements and those of their modulated self-avatar during treadmill walking.
Preliminary results on two subjects suggest that healthy subjects
can detect the mismatch, but differences may exist between
subjects",https://www.youtube.com/watch?v=EDTC8OcuHPA&ab_channel=IrisWillaert,Expo Hall C,D35,C
PO1199,Poster,Bringing Real Body as Self-Avatar into Mixed Reality: A Gamified Volcano Experience,Diego Gonz&aacute;lez Mor&iacute;n: Nokia&#59; Ester Gonzalez-Sosa: Bell Labs&#59; Pablo Perez: Bell Labs&#59; Alvaro Villegas: Bell Labs,"In this work we showcase a Mixed Reality experience that bring users' own body as a self-avatar. This is mainly based on an algorithm that segment in real time the egocentric full body placing a regular stereo camera in front of a commercial Virtual Reality device. To the best of our knowledge, this is the first work that integrates real body as self-avatar both meeting real-time and segmentation quality in real-life conditions. We conclude the paper with some preliminary subjective evaluation measuring Presence and Embodiment Factors, that suggests the potential of using your own body as self-avatar in Mixed Reality.",https://youtu.be/XiMmD1UzDiI,Expo Hall B,D37,B
